title,action,adventure,animation,comedy,drama,fantasy,filmnoir,horror,imax,musical,mystery,other,romance,scifi,thriller,war,western,average_rating
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.25
In the Mouth of Madness (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.5
8 Seconds (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Addams Family Values (1993),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.433333333333333
"Age of Innocence, The (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Airheads (1994),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375
Another Stakeout (1993),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Bad Girls (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5
Barcelona (1994),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5
"Beverly Hillbillies, The (1993)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Beverly Hills Cop III (1994),1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.55
Blown Away (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Blue Sky (1994),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Body Snatchers (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2.6
Boxing Helena (1993),0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2.6666666666666665
"Bronx Tale, A (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.8
Cabin Boy (1994),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Carlito's Way (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.75
City Slickers II: The Legend of Curly's Gold (1994),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8
Clean Slate (1994),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
Cliffhanger (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.235294117647059
Coneheads (1993),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.2916666666666665
Cops and Robbersons (1994),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Dave (1993),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.029411764705882
Dazed and Confused (1993),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7142857142857144
Demolition Man (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.269230769230769
"Endless Summer 2, The (1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fatal Instinct (1993),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Farewell My Concubine (Ba wang bie ji) (1993),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.6666666666666665
Fearless (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
With Honors (1994),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Widows' Peak (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.75
"Firm, The (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.7142857142857144
Free Willy (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
"Fugitive, The (1993)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.05
Geronimo: An American Legend (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0
Guilty as Sin (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0
Hard Target (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Hot Shots! Part Deux (1993),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0625
Live Nude Girls (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2857142857142856
"House of the Spirits, The (1993)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
"Hudsucker Proxy, The (1994)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0833333333333335
I'll Do Anything (1994),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
In the Army Now (1994),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0
In the Line of Fire (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.875
In the Name of the Father (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.75
What's Love Got to Do with It? (1993),0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.0
Judgment Night (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Jurassic Park (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.6979166666666665
Kalifornia (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.6666666666666665
Killing Zoe (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Last Action Hero (1993),1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.7142857142857144
M. Butterfly (1993),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0
Made in America (1993),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Malice (1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0
"Man Without a Face, The (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4
Menace II Society (1993),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Executive Decision (1996),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.111111111111111
Much Ado About Nothing (1993),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.611111111111111
Mrs. Doubtfire (1993),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.574074074074074
Naked (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Next Karate Kid, The (1994)",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
"Perfect World, A (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Philadelphia (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Piano, The (1993)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.3333333333333335
"Puppet Masters, The (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.5
"Ref, The (1994)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6666666666666665
"Remains of the Day, The (1993)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.75
Renaissance Man (1994),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Rising Sun (1993),1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.75
RoboCop 3 (1993),1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.5
Robin Hood: Men in Tights (1993),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3
Romper Stomper (1992),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Rudy (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Schindler's List (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.287878787878788
Searching for Bobby Fischer (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.25
"Secret Garden, The (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.055555555555555
Serial Mom (1994),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
"Shadow, The (1994)",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.5
Shadowlands (1993),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.75
Short Cuts (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Sirens (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Six Degrees of Separation (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.333333333333333
Sleepless in Seattle (1993),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.5833333333333335
Sliver (1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Blade Runner (1982),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.325
Son in Law (1993),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.5
So I Married an Axe Murderer (1993),0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2.8333333333333335
Striking Distance (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75
Super Mario Bros. (1993),1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3.0
Terminal Velocity (1994),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.0
Thirty-Two Short Films About Glenn Gould (1993),0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.0
Threesome (1994),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
"Nightmare Before Christmas, The (1993)",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.9583333333333335
"Three Musketeers, The (1993)",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4285714285714284
Tombstone (1993),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.208333333333333
True Romance (1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.045454545454546
Welcome to the Dollhouse (1995),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4
Little Big League (1994),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Slingshot, The (Kådisbellan) (1993)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Ciao, Professore! (Io speriamo che me la cavo) (1992)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Little Rascals, The (1994)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Celluloid Closet, The (1995)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Dear Diary (Caro Diario) (1994),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
"Brady Bunch Movie, The (1995)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1818181818181817
Home Alone (1990),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8684210526315788
Ghost (1990),0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,3.8181818181818183
Aladdin (1992),0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.3793103448275863
Terminator 2: Judgment Day (1991),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.132352941176471
Dances with Wolves (1990),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.914285714285714
Batman (1989),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.388888888888889
"Silence of the Lambs, The (1991)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.111111111111111
Snow White and the Seven Dwarfs (1937),0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3.611111111111111
Beauty and the Beast (1991),0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,3.857142857142857
Pinocchio (1940),0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.0625
Pretty Woman (1990),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.340909090909091
"Wooden Man's Bride, The (Yan shen) (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Candyman: Farewell to the Flesh (1995),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2.0
Fargo (1996),0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4.041666666666667
Homeward Bound II: Lost in San Francisco (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Heavy Metal (1981),1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.0
Hellraiser: Bloodline (1996),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.5
"Pallbearer, The (1996)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Jane Eyre (1996),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.6666666666666665
"Aristocats, The (1970)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
"Last Supper, The (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0
Primal Fear (1996),0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4.25
All Dogs Go to Heaven 2 (1996),0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2.5
Sgt. Bilko (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
Diabolique (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0
Courage Under Fire (1996),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.6666666666666665
Mission: Impossible (1996),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.6666666666666665
Dragonheart (1996),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5
Eddie (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
James and the Giant Peach (1996),0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.6666666666666665
Fear (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Kids in the Hall: Brain Candy (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Mystery Science Theater 3000: The Movie (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.625
Space Jam (1996),0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3.5
Barbarella (1968),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
Some Folks Call It a Sling Blade (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.666666666666667
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,5.0
Operation Dumbo Drop (1995),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.1666666666666665
Solo (1996),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0
"Substitute, The (1996)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
True Crime (1996),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0
Cosi (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Mulholland Falls (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
"Truth About Cats & Dogs, The (1996)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5714285714285716
Celtic Pride (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Flipper (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Dead Man (1995),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.5
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0
"Visitors, The (Visiteurs, Les) (1993)",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3.0
Multiplicity (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Wallace & Gromit: The Best of Aardman Animation (1996),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.357142857142857
"Haunted World of Edward D. Wood Jr., The (1996)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Craft, The (1996)",0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2.875
"Great White Hype, The (1996)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Cold Comfort Farm (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25
Heaven's Prisoners (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
"Rock, The (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.880952380952381
Cemetery Man (Dellamorte Dellamore) (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
Twister (1996),1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.239130434782609
Ghost in the Shell (Kôkaku kidôtai) (1995),0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.375
Thinner (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0
Spy Hard (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335
Wallace & Gromit: A Close Shave (1995),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.428571428571429
"Stupids, The (1996)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
"Arrival, The (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.6666666666666665
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.3
Stalingrad (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.0
"Phantom, The (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1666666666666665
Striptease (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665
I Shot Andy Warhol (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Trainspotting (1996),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.214285714285714
Independence Day (a.k.a. ID4) (1996),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.4615384615384617
"Hunchback of Notre Dame, The (1996)",0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3.0
"Cable Guy, The (1996)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5714285714285716
Kingpin (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2777777777777777
Eraser (1996),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.8636363636363638
"Nutty Professor, The (1996)",0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,3.227272727272727
Daylight (1996),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0
"Frighteners, The (1996)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3.375
Lone Star (1996),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4.4
Phenomenon (1996),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.375
"Time to Kill, A (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.5
American Buffalo (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Very Brady Sequel, A (1996)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Adventures of Pinocchio, The (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Joe's Apartment (1996),0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3.0
"First Wives Club, The (1996)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Ransom (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.6
High School High (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Chain Reaction (1996),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5
Matilda (1996),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5
Emma (1996),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
"Crow: City of Angels, The (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5
Tales from the Crypt Presents: Bordello of Blood (1996),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
"Spitfire Grill, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Escape from L.A. (1996),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.8333333333333335
Cyclo (Xich lo) (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Tin Cup (1996),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2.9166666666666665
"Godfather, The (1972)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.6666666666666665
Manny & Lo (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Bound (1996),0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3.3333333333333335
"Island of Dr. Moreau, The (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0
First Kid (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Bogus (1996),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0
Bulletproof (1996),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.5
For Whom the Bell Tolls (1943),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4.0
"Philadelphia Story, The (1940)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.8333333333333335
Singin' in the Rain (1952),0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3.5
Breakfast at Tiffany's (1961),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.5
Vertigo (1958),0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,3.9166666666666665
Rear Window (1954),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.166666666666667
It Happened One Night (1934),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
North by Northwest (1959),1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3.625
"Apartment, The (1960)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Some Like It Hot (1959),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4166666666666665
Charade (1963),0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,4.5
Casablanca (1942),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.25
"Maltese Falcon, The (1941)",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.6
My Fair Lady (1964),0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,3.3333333333333335
Sabrina (1954),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5
Roman Holiday (1953),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4.666666666666667
Meet Me in St. Louis (1944),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0
"Wizard of Oz, The (1939)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.7
Gone with the Wind (1939),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4.222222222222222
My Favorite Year (1982),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3.75
Citizen Kane (1941),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.9
2001: A Space Odyssey (1968),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.9473684210526314
All About Eve (1950),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Women, The (1939)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Rebecca (1940),0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,3.0
Notorious (1946),0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,5.0
"Affair to Remember, An (1957)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
To Catch a Thief (1955),0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4.5
Father of the Bride (1950),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Adventures of Robin Hood, The (1938)",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Top Hat (1935),0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5.0
East of Eden (1955),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Thin Man, The (1934)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
His Girl Friday (1940),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5
Around the World in 80 Days (1956),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
It's a Wonderful Life (1946),0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4.136363636363637
Mr. Smith Goes to Washington (1939),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.125
Bringing Up Baby (1938),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.5
"39 Steps, The (1935)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4.5
Night of the Living Dead (1968),0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4.2
"African Queen, The (1951)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4.4375
Cat on a Hot Tin Roof (1958),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
"Farewell to Arms, A (1932)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.5
Fly Away Home (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Maximum Risk (1996),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Michael Collins (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6666666666666665
Big Night (1996),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.333333333333333
2 Days in the Valley (1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5
Extreme Measures (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
D3: The Mighty Ducks (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
